Generating an artificial network
Generating 10 inlets
Starting the simulation with a timestep of 0.001s for 12 times with 4 jobs.
         1055133 function calls (1031970 primitive calls) in 68.918 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:26(OdeSolver)
        1    0.000    0.000    0.000    0.000 base.py:218(DenseOutput)
        1    0.000    0.000    0.000    0.000 base.py:259(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 radau.py:181(Radau)
        1    0.000    0.000    0.000    0.000 radau.py:540(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:81(RungeKutta)
        1    0.000    0.000    0.000    0.000 rk.py:173(RK23)
        1    0.000    0.000    0.000    0.000 rk.py:262(RK45)
        1    0.000    0.000    0.000    0.000 rk.py:367(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 lsoda.py:179(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:40(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:97(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:193(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:283(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:328(anglit_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:368(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:412(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:425(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:457(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:623(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:689(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:744(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:799(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:875(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:926(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:977(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1042(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1099(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1137(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1195(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1256(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1362(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1438(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1483(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1536(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1606(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1644(f_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1735(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1793(weibull_min_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1849(weibull_max_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1920(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2025(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2123(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2174(genpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2261(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2308(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2485(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2622(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2683(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2750(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2801(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2843(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2896(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2955(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2998(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3051(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3102(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3142(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3187(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3257(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3311(norminvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3382(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3438(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3485(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3532(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3575(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3624(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3672(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4152(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4206(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4256(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4314(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4447(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4500(maxwell_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4554(mielke_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4591(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4844(kappa3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4897(moyal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4989(nakagami_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5034(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5089(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5167(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5242(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5336(pareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5405(lomax_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5459(pearson3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5606(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5659(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5701(powernorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5741(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5793(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5856(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5907(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5972(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6017(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6054(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6127(trapz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6185(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6258(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6317(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6380(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6430(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6440(uniform_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6623(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6676(wald_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6719(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6781(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6849(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6914(crystalball_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7069(argus_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7133(rv_histogram)
        1    0.000    0.000    0.099    0.099 _continuous_distns.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:20(binom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:93(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:149(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:217(geom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:280(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:417(logser_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:470(poisson_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:534(planck_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:595(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:657(randint_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:729(zipf_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:773(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:827(skellam_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:887(yulesimon_gen)
        1    0.000    0.000    0.014    0.014 _discrete_distns.py:5(<module>)
        1    0.000    0.000    0.002    0.002 mstats_basic.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:1(<module>)
        1    0.000    0.000    0.001    0.001 morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:43(gaussian_kde)
        1    0.000    0.000    0.000    0.000 kde.py:20(<module>)
        1    0.000    0.000    0.000    0.000 mstats.py:128(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:111(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:182(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 _multivariate.py:216(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:350(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:265(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:689(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:927(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:827(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1148(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1407(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1302(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1567(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1629(wishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2231(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2460(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2360(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2779(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2991(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2889(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3226(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3337(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3283(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3407(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3486(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3437(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3596(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3544(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3778(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3736(unitary_group_gen)
        1    0.000    0.000    0.004    0.004 _multivariate.py:4(<module>)
        1    0.000    0.000    0.000    0.000 discrete.py:7(genpoisson_p_gen)
        1    0.000    0.000    0.000    0.000 discrete.py:27(zipoisson_gen)
        1    0.000    0.000    0.000    0.000 discrete.py:45(zigeneralizedpoisson_gen)
        1    0.000    0.000    0.000    0.000 discrete.py:64(zinegativebinomial_gen)
        1    0.000    0.000    0.003    0.003 discrete.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scipy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:180(MemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:285(NotMemorizedResult)
        1    0.000    0.000    0.036    0.036 __init__.py:91(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:62(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 memory.py:326(NotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 memory.py:358(MemorizedFunc)
        1    0.000    0.000    0.000    0.000 memory.py:800(Memory)
        1    0.000    0.000    0.007    0.007 memory.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:294(ErrorDuringImport)
        1    0.000    0.000    0.001    0.001 pydoc.py:370(Doc)
        1    0.000    0.000    0.000    0.000 pydoc.py:432(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:430(HTMLRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:472(HTMLDoc)
